Shortlisted,Company_Name,Profile,Job_Description
0,T3 Strategic Partners,Data Scientist,"Leading high-priority research and analytics (inclusive of modelling-related) efforts for a multi-national, 40,000+-person company with hundreds of established clients. 
Conducting direct research, data analysis, and other formative project efforts around concepts including (but not limited to) recruitment/retention modelling and testing, contact probability optimization, account credit worthiness/ liquidity probability, program/agent performance, customer satisfaction, and other related operational concerns. 
Fluency in statistical software tool SAS with a couple of years of hands on experience is essential. Fluency in R, Python, Spark, Scala etc would be preferred, certification would be a Bonus. Proficient in relational databases/database management concepts including SQL server

Fluency in statistical software tool SAS with a couple of years of hands on experience is essential
Proficient in relational databases/database management concepts including SQL server
Base SAS Certification preferred
Fluency in R, Python, Spark, Scala etc would be preferred, certification would be a Bonus
Leading high-priority research and analytics (inclusive of modelling-related) efforts for a multi-national, 40,000+-person company with hundreds of established clients
Conducting direct research, data analysis, and other formative project efforts around concepts including (but not limited to) recruitment/retention modelling and testing, contact probability optimization, account credit worthiness/ liquidity probability, program/agent performance, customer satisfaction, and other related operational concerns
Doing independent research and also working in teams with other Analysts and operations/business owners
Coordinating and in some cases, managing, complex data acquisition and presentation efforts across multiple 
Desired Candidate Profile
Education : - Btech, BE, Bsc, BIT

Work Experince Required 2-5 years
Education-
UG: B.Tech/B.E., B.Sc
Doctorate:Doctorate Not Required"
0,Talent Leads HR Solutions Pvt Ltd,Portfolio Risk Analyst- Mumbai,"Under the supervision of senior staff conduct gather/map/model data, and resolve data errors; maintain SQL databases and develop Measure and monitor portfolio risk metrics such as VaR .
Maarket risk exp mustBasic knowledge of systems such as Bloomberg, Data Stream, Barclays POINT would be a plus
* Knowledge of statistical programs (SPlus, R), would be a plus.
* Basic understanding of risk measurement techniques such as VaR and Tracking Error etc."
0,Talentmint Consulting,Financial Planner - Education,"
""Preparation of operating and financial plans for the department / business vertical 

- Preparation of monthly dashboards capturing variance analysis by different cuts of expense lines, geography, vertical etc. 

- Preparation of detailed walks/ reconciliations leading to variances giving detailed business insights that can help management takes corrective actions 

- Help drive cost productivity and work on various revenue enhancing initiatives 

- Create insightful reports to drive business decisions 

- Interact regularly with the senior leadership and provide quick responses to any queries. 

- Drive process improvements initiatives.""
Desired Candidate Profile
Please refer to the   above
Education-
UG: Any Graduate - Any Specialization
PG:MBA/PGDM - Any Specialization, CA
Doctorate:Doctorate Not Required"
0,Tiger Analytics India LLP,Data Scientist,"As a Data Scientist at Tiger Analytics, you will work on a broad range of cutting-edge data analytics and machine learning problems across a variety of industries. You will be working with the clients to define the business problem, help design/conduct analysis, and work with a team of data scientists and engineers to develop the solution.

If you are passionate to work on complex unstructured business problems that can be solved using data, we would like to talk to you.

The designation will be commensurate with expertise/experience. Compensation packages among the best in the industry.
"
0,Toran Global,Data Analyst/ Business Analyst - BPO,""" THE POSITION : 

The Business Analyst will leverage his/her expertise and knowledge to undertake projects for our Global offices, Global Practice Groups as well as KCI teams. He/she will report to the Team Leader. 

Key  and accountabilities : 

- Anticipate and develop projects focused on driving efficiency, improving exiting processes and sharing information. 

- Manage Financial Dashboards for our Practices on a monthly and quarterly basis. These dashboards illustrate the performance of the Practice Group and are also used to strategize & define global business development opportunities for the Practice. 

- Collaborate with global colleagues to develop new reports and tools in excel. 

- Automate standard report generation process to drive efficiency in the reporting process. 

- Identify, analyze, and interpret trends or patterns in complex data sets. 

- Contribute to the Firm's knowledge management activities by looking for opportunities to build and share expertise, and develop best Practices. 

CANDIDATE PROFILE : 

- 3+ years of MIS/Automation experience. 

- Exceptional logical and analytical skills 

- Excellent knowledge of Microsoft Office and how to use its programs. 

Advanced MS Excel skill e.g. Aggregate functions, VLookup, Pivot, Charts etc. 

Ability to conceptualize, design and develop various automated MIS / Reporting solutions using MS Excel, VBA, Access etc. 

Integrating excel with other Office Applications - Word, PPT and Outlook Desired Candidate Profile
Please refer to the   above
Education-
PG:MBA/PGDM - Any Specialization"
0,Western Union,"Associate, Data Analytics Developer","Develop and implement new software, maintain and improve existing software
Ensure that software functionality is implemented with a with a focus on code optimization and organization
Recommend improvements to existing software programs
Troubleshoot application issues and coordinate issue resolution with operations, functional, and technical teams
Work with a software development team and Service providers in a geographically distributed structure
Provide coaching to Junior Associates
Works independently on medium complexity projects"
0,HR Consultants,Analyst/ Senior Analyst - Data AnalyticsPremium,"
- The major functional focus of this position is providing sophisticated data analytics, data mining, advanced measurement, and other analytical techniques to gain insights, and support strategic decision making.

- The right candidate must thrive on setting up new paths in a new  with research, developing analytical models that serves business needs, and helps the organization's decision making and strategic initiatives.

- Work closely with business partners to understand project requirement and implement the same using sound data knowledge and experience.

- Independently conduct data analyses with minimal supervision.

- Delivery on Digital Analytics requirements for areas identified.

- Handle multiple projects in parallel with an eye to final packaging or finished deliverables.

- Projects can range from predictive modelling, strategic analysis to senior executive reporting projects.

- Consulting skills to help partners identify next steps within their areas and action on it.

- Effective and persuasive presentation (verbal and written) to project teams and business leaders.

- Focus on communication of insights and presentation.

- Comfortable with unstructured data and predictive modelling techniques."
0,A leading Lifeinsurance company.,Dy.mgr / Manager Data Analytics,"To create data based analytical solutions for business needs in the area of Operations data analytics. Working on SAS Programing or Coding, Predictive modelling, statistical modelling."
0,ABC,Senior Research Analyst - Credit Research,"Experience in assessing counter party credit risk or credit research
Undertaking research and analysis of corporate entities through thorough assessment of its credit 
Preparing a detailed credit assessment report
Preparing a detailed peer analysis.
Desired Candidate Profile
Please refer to the   above
Education-
UG: Any Graduate - Any Specialization
PG:MBA/PGDM - Any Specialization, Finance, CA
"
0,Accenture,RISK & COMPLIANCE SENIOR ANALYST,Risk and Compliance Senior Analyst will report to the Risk and Compliance Manager. This  will assist Risk and Compliance Manager in ensuring adherence to compliance related to various statutory enactments by; Playing a prominent  in handling Statutory Compliance related issues under the guidance of the Manager. Work with compliance execution team in handling requirements under various statutory enactments. Participate in the statutory audits/inspections Preparation of metrics related to statutory compliance Assist Manager in drafting various communications to employees related to compliance on time to time. Work closely with Compliance Manager to build awareness on various statutory enactments Involve and complete the assigned tasks in the special projects such as Future Ready and CRMP (Compliance Risk Management Program) Performs any other work assigned by the India Compliance Lead and Manager from time to time as per organizational priority
0,Adcuratio - Startup,Data Scientist,"  

Eligibility Criteria

- Education: BE/B Tech in Mathematics, Computer Science, Information Management or Statistics (preferably from a Tier 1 institute) 
-Masters in mathematics, statistics, economics, or an MBA (preferably from a Tier 1 institute) 
-3- 5+ Years of Past Work Experience in analytics domain (preferably in marketing analytics)



-The individual will work with the senior leadership team in developing a robust analytics platform 
-Interpret data, analyze results using statistical techniques and provide ongoing reports 
-Implement advanced M/L models for effective segmentation techniques 
-Work with management to prioritize business and information needs 
-Locate and define new process improvement opportunities

Skills

Good knowledge of SAS, R and/or Python, and a database querying language like SQL.
Multivariable Calculus and Linear Algebra
Data Munging, Visualization& Communication
Experience in projects which involved forecasting, optimization, segmentation, pricing, etc.
Engagement and Leadership capabilities and should know how to go about complex/abstract problems and implement them
NoSQL databases, such as MongoDB, Cassandra, HBase
Solid knowledge of several modeling and learning techniques
Knowledge of statistics and experience using statistical packages for analyzing datasets
Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy
Adept at queries, report writing and presenting findings"
0,Ajio,Manager - Business Intelligence & Analytics,"
Business Reviews 

- Present insightful weekly and monthly business review presentations that concisely summarizes data on overall business and financial performance, and help facilitate decision-making for senior management 

- Identify metrics/KPI for each function - Marketing, Planning, Customer care, warehouse, Catalog and present in weekly and monthly reviews 

Reports, Dashboards & Decision Making Framework 

- Work with functional and sub-functional owners to identify information needs and develop concise reports; primary stakeholders include the product team, business operations and supply chain, as well as Customer service and Finance teams. 

- Prepare Business Requirement Documents (BRDs) of BI & Analytics requirements 

- Deliver BI Dashboards & Reports (Tableau and Google Analytics based) across all functions to support the decision making process 
"
0,American Express,Data Mining/Data Modeling & Report Development,"Extensive experience using MS-Excel & MS Access for data manipulation and analysis. (Experience with SQL & VBA a plus) 

- Knowledge of BI Platforms R/MicroStrategy/SAS preferred 

- Broad knowledge of expense management, payments & procurement business environment (American Express MIS, data sources and product knowledge preferred). 
"
0,Analytics firm:confedential,Equities Franchise Management Analyst - Securities Division,"
- Preparation of different type of reports highlighting divisional performance with focus on expense management 

- Improving management decision making capabilities through effective reporting and analysis of data 

- Analyzing variances and trend of spend and provide business with regular cost reports supported by well written commentaries 

- Playing key  in expense management initiatives working with different business units 

- Support Business Planning / Forecasting exercise 

- Play key  in global initiatives including automation projects. 

- Support the team in finalizing presentations and documentation activities 

- Support Other Projects and Analysis for Senior Leadership"
0,Anlage Infotech (I) Pvt. Ltd.,Business Analyst With Market Risk/credit Risk,"
This opening is for various risk related projects like BCBS-239, FRTB and other regulatory / business mandatory projects. The candidate will be assigned to the project based on his / her experience.

 & : 
Business Analysis o Understanding business requirements through user requirements gathering sessions 
o Mapping business requirements to Functional solutions 
o Creating Functional specifications from which developers can create application solutions."
0,ANRI Solutions,Senior Data Analyst - BFSI,"  Send me s like this
The incumbent will handle client engagements related to use of data analytics on Internal Audit projects delivered in Big4. 

QUALIFICATION: 
- A Bachelor's and Master's degree in Business, Accounting, Finance, Computer Science, Information Systems or related discipline 

- Data analytics certifications preferred (e.g., Business Analytics course offered by IIM Bangalore) 

- CISA/ CIA Certifications preferred 

EXPERIENCE: 

- 3 to 5 years of post-qualification experience including data analytics, data mining, dash-boarding, analytics etc. in Risk Advisory and allied areas 

- Industry experience in Retail, Manufacturing, Technology, Consumer Products, Banking, Insurance and Pharmaceuticals preferred. 

SKILL-SETS: 

- Experience in and Knowledge of ACL, SAS, Business Objects or similar applications. 

- MS Office - Excel Macros, MS Access, Dashboards using tools like Tableau and Spotfire VBA preferred. 

- Experience in relational database systems, such as SQL, SQL Server, Oracle, MySQL etc. preferred. 

- Excellent Communication and presentation skills 

- Ability to work in and lead a team comprising of varied skill-sets 

- Exposure to programming and scripting on various software languages and technologies. 

- Experience in managing teams. Team size of 3-4 and above preferred. 

 : 

- Execution on client engagement - ensuring quality delivery as per engagement letter. 

- Ensure compliance with risk management strategies, plans and activities of the firm. 

- Understand business & industry issues / trends. Identify areas requiring improvement in the client's business processes to enable preparation of recommendations. 

- Demonstrate an application and solution-based approach to the problem solving technique. The same can be utilized for research on delivery of solutions. 

- Develop strong working relationships with client and build a level of influence with key client contacts. 

- Manage the engagement budgets and support superiors in developing marketing collaterals, business proposals and new solution / methodology development. 

- Design, review and rectify scripts, systems and processes to analyze client data. 

- Use available technology and tools to enhance the effectiveness of work products and services. 

- Day to day project management, team management, work allocation, internal reporting and tracking of projects. 

- Provide real-time constructive verbal feedback to team members and facilitate timely completion of Engagement Review Forms. 

- Support knowledge sharing efforts and continually improves processes so that the work team can capture and leverage knowledge.
"
0,Aranca,Analyst/assistant Manager - Sellside Equity Research - Banking," SPECIFICATION

Position : Senior Analyst / Assistant Manager - Sellside Equity Research (Banking Sector)

Location : Gurgaon/Mumbai

Reporting to : Manager - Equity Research

KEY 

- This is a position wherein the selected candidate will be responsible for initiating, executing and delivering quality sell side equity research on banking sector to the global clients, exposure to GCC markets preferred.

- Prior experience in sell side equity research is a must. Candidate will be responsible for initiating coverage on banking sector.

- Such a person should possess a strong blend of analytical thinking and operations execution.

- Excellent financial modeling skills with ability to understand and formulate business drivers (revenue, cost, etc.) including experience in building models from scratch.

- Superior knowledge of concepts of finance & accounting, valuation methodologies and stock analysis

- Strong writing skills with the ability to lay out investment arguments and thesis lucidly. Experience in supporting clients during the earnings season with report writing experience ranging from earnings flash notes to initiating coverage.

- High level communication skills with the ability to express views clearly and succinctly

- Analytical thinking is required to enable him / her to structure and guide research / consulting assignments with clients, and manage the project internally.

- Proficiency in database like Bloomberg and Capital IQ
Desired Candidate Profile
POSITION REQUIREMENTS

Functional Requirements:

- CA rankers, CFA's or MBA's from top tier institutes

- 3-6 years- experience in Equity research

- Strong financial knowledge and expertise in banking sector.

Soft skills & Behavioral skills:

- Top notch analytical and communication skills

- Self-starter and highly motivated.
Education-
UG: Any Graduate - Any Specialization
PG:CA, MBA/PGDM - Any Specialization, Any Postgraduate - Any Specialization
Doctorate:Doctorate Not Required


"
0,AURONOVA,Associate Consultant - Retail Analytics - BFSI Domain,"
- Writing SAS programs for model validation/development 

- Development of PD, LGD and EAD Retail Models 

- Testing performance of developed models 

- Development of acquisition fraud scorecard 

- Developing different types of retail model related to customer lifecycle 
Client Handling : 

- Understanding client requirements, problems etc 

- Doing independent research to come up with innovative solutions/ideas 

- Preparing presentations and other documents as per client requirements 

- Giving presentations to Senior Management"
0,Barretts Consultants Private Limited,Digital Forensic AnalystD.,"Engage with clients on forensic services
Perform tasks such as Imaging, analysis of media and independently handle investigations
Perform Incident response and malware investigations
Perform tasks within the scope of electronic discovery, email review as well as data mining and analytics if required.
Research on forensic techniques and tools
Occasionally conduct training for clients
Occasional programming (coding) for automation of forensic tasks
"
0,BDO India LLP,Associate / Senior Associate - Forensic Data Analytics,"1. Carry out data analytics on large structured and unstructured datasets using a wide range of database management systems, BI reporting and visualization software
2. Carry out investigative methodologies to identify issues and gather relevant evidence
3. Assist in developing tools/solutions directed towards future prevention, continuous monitoring, detection and investigation of occupational fraud and financial crime
4. Develop supporting material on the benefits of forensic data analytics for clients and fraud examiners, explaining how it can be applied to their issues
5. Ensure proper execution of fieldwork as per work plan and adherence to assignment mandates
6. Assist in drafting detailed reports on observations/findings within scheduled timelines
7. Summarize and communicate analysis results with accuracy and attention to detail
8. Liaise with clients and build on existing client relationships
9. Ensure compliance to the firm's risk management policies and procedures"
0,Capgemini Technology Services India Limited,Business Analyst,"
- 3-5 years of professional experience, with minimum 2 years of professional experience in Investment Banking domain

- Hands-on experience on client projects with ability to support all phases of SDLC from functional perspective 

- Experience of working as Risk Analyst, making recommendations to reduce or control risk, conducting research to assess the severity of risk.

- Knowledge of Investment Banking Processes and Products 

- Engage with business to pro-actively identify potential market and credit risk, as requested and/or as deemed necessary through indicative analyses.

- Experience of working on regulations such as BCBS239, Regulatory reporting preferred 

- Experience in Data Handling and Data warehousing

- Experience in preparing System Analysis Document that form input for Data Profiling Tools.

- Experience in various Risk Domain like Market Risk, Operational Risk etc.

- Be responsible for understanding the business needs, identifying business solutions and validating the pros and cons of technical solution options

- Define and document clear business requirements, functional specifications and testing strategies

- Financial markets and derivatives knowledge.

- Understanding of Risk Data Aggregation & Reporting Frameworks and their  within a financial organisation"
0,Careersist Management Consultants,Corporate Credit || CA /MBA - 3+ yrs || Large Corporate," 
Position - Corporate Credit
Grade - Manager / Sr. Manager
Depart. - Wholesale Banking (Large Corporate Banking)

Industry - Banking
Location - Gurgaon
Team Size - Individual  :

Review credit proposals submitted by the Business and assess the risk involved comprehensively. 
To interact with the Relationship Managers pro-actively to assess the main risks and propose mitigants, at the deal initiation stage. 
To appraise financial spreadsheets and projections.
Excellent industry understanding for the portfolio assigned.
To convey a clear opinion regarding the feasibility of the proposed transaction, from a risk point of view covering business model, industry risk, structure and financial risk.
Approval / recommendation of credit limits and transactions.
For existing clients, to conduct ongoing monitoring.
Conduct periodic company and plant visits in coordination with the responsible RM.
Monitoring of existing project loans / large term loans, involving inputs on industry, financial and business risk, management and transparency, peer analysis and financial analysis and reviews of quarterly project reports.
Conduct a periodic portfolio and concentration analysis, stress testing and suggest suitable corrective actions.
Provide effective and robust MIS reports for the Management to enable the management to effectively assess, measure, monitor and mitigate risk in Credit operations.
Any other assignments depending on the needs of the organization. 

Desired Skills & Expertise:

Post graduate qualification in Management (Regular)/ Chartered Accountancy.
5 to 7 years of which a minimum 3 to 5 years post-qualification experience in a Credit  in a Large Corporate lending function.
Candidate needs to have thorough knowledge of financials.
Should possess very good analytical skills.


"
0,Cargill Business Services India Private Limited,Senior Market Risk Analyst,"

Preserve value through pre-emptive identification of risk and by bringing a holistic perspective of market risk to improve risk estimation
Evolve Cargills risk-reward mindset and enhance earnings through unique and timely risk insights
Partner with businesses and functions to deliver best-in-class risk expertise
Provide meaningful portfolio visibility to support an integrated operating approach
Able to attract and develop top talent for Cargill


As a member of the Risk Measurement Center of Expertise (COE), the Risk Analyst will partner with relevant RMG teams (Enterprise and Risk Operations and Execution teams) and functions (A&F, FP&A, and Trading) to enable RMG to deliver on the above capabilities through the creation and implementation of risk measurement solutions at the business and overall Cargill portfolio levels. This position will have visibility into risk processes and procedures across Cargill and will be expected to drive alignment and efficiency gains.

To support RMGs aspiration to be a leader in market risk management, the Risk Analyst  requires in depth knowledge of market risk management practices, advanced data integrity/organization skills, and the ability to formulate effective process management practices.

30% Risk Measurement and Analytics

In conjunction with the COE Risk Manager, actively contribute to the research and analytical efforts to develop and maintain VaR and stress standards across Cargill. This  will collaborate with Enterprise/Business risk analysts and functional leads to implement VaR and stress standards within the various businesses/enterprises. The Risk Analyst will also be expected to leverage the knowledge gained through implementing these risk measurement and analytical solutions to actively participate in the evaluation, selection, and implementation of advanced technology solutions.

30% Develop Cargill Portfolio views and Risk Dashboards

The Risk Analyst will support the Risk Measurement COE initiative to develop meaningful portfolio market risk views and dashboards by implementing analytical and technical solutions that drive visibility into the overall Cargill risk profile. There will be a significant evolutionary component to this  that balances the immediate need for improved clarity utilizing existing metrics/infrastructure, while at the same time progressing methodology and technology enhancements to unlock advanced insights and capabilities in the future.

30% Develop and Advance Risk Management Global Process Initiatives

As the Global Process Owner for Risk Management across Cargill, the COE will be expected to actively lead the process for defining policy standards for consistent adoption across Cargill. The Risk Analyst will be expected to develop deep insights into the risk profile of each of the businesses that they partner with to drive the adoption of policy standards, while being mindful of unique business aspects that may require adaptation. 

10% Build strong, collaborative relationships across the global Risk Management Group and Functional teams

Drive and enhance the partnership with Enterprise/Business risk managers and analysts to promote the sharing of best practices across Cargill. Collaborate with other functions such as A&F, FP&A, and Compliance to ensure that the Risk Measurement COE has access to the data/information needed to deliver on its mandates and supporting these functions with risk information as necessary. 

"
0,Clearway Advisors hiring for A Client,Senior Analyst - Financial Modelling & Research,"  Send me s like this
As a Sr. Analyst (Assistant Manager Level) the incumbent will be responsible for creating financial models and conducting valuations using DCF for clients. 

The  will include:
Understand the project requirements expressed by client as well as analyse the business problem faced by the client to scope out unexpressed requirements. 
Prepare and own financial models.
Audit / Review financial models prepared by others.
Desired Candidate Profile
Graduate / MBA / CFA or equivalent with minimum 1 year of experience in building financial models from scratch.

Atleast 1 to 6 years of financial modelling experience. 
The person should have worked on complex company forecast and valuation models.
Experience in working with strategy and corporate teams in the past will be an added advantage. 
Should have excellent spreadsheet modelling skills, with good analytical skills and an ability to solve problems. 
Should enjoy working in a challenging and professional environment. 
Knowledge of building advanced Macros in Excel will again, be an added advantage.
Should have excellent communication skills with experience / ability of interacting with people in different geographies and service delivery remotely. 
Advanced Macro/ VBA excel skills.
Must have a flexible approach and an ability to develop the  as continues to grow and present new opportunities. 
Should be willing to travel abroad. 
"
0,Cortaal India Private Limited,Credit Analyst,"
(1.) Credit Analysis: Undergo business, financial and industrial risk analysis of global counterparts of Trafigura. Create written (in English) credit proposals for internal credit limits and present these for credit approval. Use platform to undertake credit risk rating and scoring through the input of financial and qualitative information.
(2.) Credit Administration: Manage credit limits through central data systems and monitor exposures to ensure credit compliance. Other credit administration work as defined at a later date.

Knowledge, Skills and Abilities
Experience: 3-4 Years credit analysis experience in a financial institution or similar experience.
Qualification: MBA/ CA
Mature individual with an ability to assimilate lots of information, think clearly and make presentations in a clear and concise manner; Reliable and thorough, detail-oriented; hard working and flexible; responsible, confident and effective communicator; Able to work independently.
Excel and Word/Outlook competent
Excellent English verbal and written communication

Key :
Counterparty research, such as company background, business, management, ratings, markets and news items 
Financial analysis
Monitor and inform on industry developments, such as earnings and news releases, change in credit ratings, etc.
Trade exposure analysis to assess limit requirements
Recommending internal credit limits for counterparties 
Developing relationships with credit team worldwide
Management of credit limit approvals, review dates, information storage, credit files, etc.
Management and assessment of credit exposures for compliance with internal limits

Key Relationships 

Deals Management, Physical/Derivative Traders, Operators, Finance Dept."
0,Crescendo Global Services,Assistant Manager - Data Analytics & BI,"
- 3-5 years of experience in data analytics 

- Bachelor's degree in Stats/Math or any other numerical subject 

- Experience in data analytics, data cleansing, data management, data mining and data visualization 

- Experience of working in an internal or external audit team. 

- Experience of working in the Insurance or Banking Industry 

- Expertise in SQL and ETL 

- Proficiency in tableau, qlickview or Spotfire 

Would you been keen for the  where you will be responsible to: 

- Understand audit requirements, and work with them to deliver relevant, timely and high-quality analytics 

- Manipulate large data sets and perform data consolidation and manipulation 

- Prepare complex written and verbal materials (reports, findings and presentations) 

- Stakeholder management and stakeholder interaction 

- Work as an individual contributor"
0,Ocwen Financial Solutions Pvt. Ltd,"Senior Information Analyst,","Work closely with business data owners and users to identify quality metrics and thresholds. Own and publish reports related to quality metrics along with root cause analysis and mitigation options to the end user community 

Executing processes to ensure data integrity and privacy and monitor overall data quality for assigned data entities 

Ensuring data management methodologies include the steps, activities, and deliverables required to consistently achieve high data quality 

Fostering the goal of data re-use, and articulate the strategic significance of information to executives and associates 

Identifying and manage the resolution of data quality issues, such as uniqueness, integrity, accuracy, consistency, and completeness in a cost-effective and timely fashion 

Timely delivery of Data Quality Dashboards to the Sr. Management and Maintaining the Data Quality Issue Tracker as well Capturing of DQ rules for all critical attributes 

Maintaining an optimum level of structured/ unstructured data footprint and reports 

Establish a culture of team collaboration, accountability and unwavering commitment to data excellence
"
0,Truebil.com,Data Scientist,"Relevant Experience :

- Experience in handling big datasets (Structured or unstructured data).

- Ability to understand business problems and convert them into data models

- Experience in solving business problems through predictive, optimization & other statistical modelling.

Functional Competencies :

- Knowledge of statistical techniques (such as distributions, statistical testing, regression, etc.), machine learning algorithms, data mining

- Programming background and expertise in building models using at least one of the following languages : SAS, Python, R

- Selecting features, building and optimizing classifiers using machine learning techniques

- Proficiency in both MySQL and No SQL databases

- Provide solutions using different analytics techniques for Customer Segmentation & Targeting, Forecasting, Modelling Recommendation and Rating Systems 
Bachelors / Masters degree in Math, Computer Science, Statistics, Applied Mathematics, Operations Research, Machine Learning, or related technical degree from Tier-1 Universities

Notice Period : Immediate
Education-
UG: B.Tech/B.E. - Computers, B.Sc - Computers, Maths, Statistics, B.A - Maths, Statistics, BCA - Computers, Any Graduate
PG:Any Postgraduate, M.Tech - Computers, MCA - Computers, MS/M.Sc(Science) - Computers, Maths, Statistics, M.A - Maths, Statistics
Doctorate:Doctorate Not Required"
1,Delhivery,Data Scientist,"Contribute to the development/ deployment of machine learning, algorithms, operational research, semantic analysis, and statistical methods for finding structure in large data sets 

Use advanced statistics and machine learning on large scale multidimensional data and generate actionable insights that will be leveraged to drive operations and develop strategies for Delhivery. 

Breakdown business problems by working closely with Product Team and Leadership Management Team, analyze requirements and look into data to recommend products and solutions 

Optimize Delhivery operations by implementing data science in solving complex business problems. Run on field experiments and POCs to validate the solution. 

Work closely with PM Team to understand and analyse requirements. 

Identify algorithms and machine learning techniques that should be applied to derive solution for identified business problems. 

Collaborate with cross-functional teams including but not limited to Logistics, BD, Sales, Marketing, Security, Customer Service, etc. 

Qualification: 

PhD/M.Tech/M.S in Computer Science, Statistics, Applied Mathematics or Natural Sciences from Tier-1 educational institutes, in India and abroad. Publication in peer-reviewed journals a plus 

1-3 years of work experience in data science and statistical modeling for DS, 3+ for SDS 

Machine Learning Techniques: Supervised/ Unsupervised/Semi-supervised Learning etc. 

Machine learning paradigms: Decision Trees, Support Vector Machines. Neural Networks, Ensemble Methods, Bayesian Approach, Logistic Regression, Random Forests 

Experience with Big Data tools Spark, Hadoop. 

Strong programming skills in C++, Python. 

Experience with NoSQL / graph databases: Neo4J, MongoDB and Google BigQuery 

Most importantly, an inquisitive mind, an ability for self learning and a risk appetite for experimentation and failure 

"
0,Delloite,Consultant - Assurance - IT General Controls,"- Risk Assessment and Mitigation - Ability to effectively perform the technical components of risk assessments to provide an accurate view of the client's current risk state. Applies Deloitte's risk frameworks, tools, and processes (e.g., Risk Intelligenc"
0,Deloitte,Cyber Risk Professional - Risk Advisory - ISMS,"
- Assist client in identifying and evaluating business and technology risks, internal controls which mitigate risks, and related opportunities for internal control improvement 

- Assist in the selection and tailoring of approaches, methods and tools to support service offering or industry projects 

- Facilitate use of technology-based tools or methodologies to review, design and/or implement products and services 

- Understand clients' business environment and basic risk management approaches 

Project Management : 

- Decision making with engagement management and seek to understand the broader impact of current decisions. 

- Lead engagement planning, economics, and billing. 

- Generate innovative ideas and challenge the status quo. 

- Participate in proposal development efforts. 
"
0,Edelwiess,Research Analyst," :
Equity research covering respective sectors for Institutional clients such as FIIs, MFs, Insurance companies, etc.
Having an in-depth understanding and being abreast with latest news & events within the sector.
To maintain and update a database from company presentation, regulatory websites, etc 
Assist with different kinds of research reports - company updates, result updates, initiating coverage, etc.
To respond to client queries at the earliest which would typically involve collating of data from various models, files, etc into a template.

Functional 
Client servicing which would involve preparing a file comparing / recommending a company vis-a-vis peers across various financial metrics or collate and share data as requested
Sectoral updation by sending news, event happenings, etc
Maintenance of database and financial models
Assisting in writing research reports
Conversant with using Bloomberg, Capitaline
Academic Qualifications: 
MBA from a Premier Institute or (CA rankers/1st attempt) with 1-2 years of relevant work experience in equity research
Good written and verbal communication skills are mandatory
Education-

UG:B.Com - Commerce, Any Graduate - Any Specialization

PG:MBA/PGDM - Finance, CA"
0,ePaylater,Credit Risk Officer,"
- Assess and analyse credit risk of potential customers using bureau reports, bank statement analysis and host of alternate data 

- Provide inputs on credit risk policy, work on rules engine etc 

- Work with data science team on continuous improvement in credit scoring frameworks 

- Work with development team to enhance automated decision engines 

- Monitor portfolio risk and ensure that exposure is maintained within limits. Review individual limit enhancements/reductions as well. 

- Work on devising and improving collections strategy 

- Interact with regulators or other external/internal stakeholders for presentations regarding credit risk policy of the company"
